Student_ID,Student_Name,Class,Board,Target_Exam,Medium,Admission_Date,Study_Mode
STU0960,Jatin Sridhar,Class 12,State Board,Foundation,Tamil,2025-07-02,Hybrid
STU0961,Yash Ray,Class 12,CBSE,JEE,Hindi,2025-09-03,Online
STU0962,Joshua Modi,Class 9,ICSE,NEET,Hindi,2025-01-13,Offline
STU0963,Gaurika Chaudhry,Class 11,State Board,JEE,English,2025-09-19,Online
STU0964,Amruta Chaudhuri,Class 12,CBSE,Foundation,Hindi,2025-03-13,Hybrid
STU0965,Urvashi Lalla,Class 12,CBSE,NEET,Hindi,2024-09-14,Online
STU0966,Pranav Solanki,Class 10,CBSE,NEET,English,2026-05-24,Offline
STU0967,Sarthak Sharma,Class 10,State Board,NEET,English,2025-09-28,Offline
STU0968,Yashica Sahni,Class 9,State Board,Foundation,Hindi,2026-01-07,Online
STU0969,Aarna Gade,Class 12,ICSE,Foundation,Hindi,2024-12-13,Hybrid
STU0970,Forum Luthra,Class 10,ICSE,JEE,Hindi,2026-04-27,Hybrid
STU0971,Anita Bains,Class 9,State Board,NEET,Hindi,2026-03-26,Offline
STU0972,Yahvi Garde,Class 10,State Board,Foundation,English,2024-09-11,Hybrid
STU0973,Mohini Yadav,Class 10,CBSE,NEET,Hindi,2025-08-06,Hybrid
STU0974,Lakshmi Sharaf,Class 11,State Board,NEET,Tamil,2026-05-25,Hybrid
STU0975,Eiravati Shenoy,Class 10,ICSE,NEET,Tamil,2025-05-29,Offline
STU0976,Ubika Ben,Class 12,CBSE,JEE,Tamil,2025-07-06,Hybrid
STU0977,Zinal Ranganathan,Class 11,State Board,Foundation,Tamil,2026-03-04,Hybrid
STU0978,Anamika Patil,Class 10,CBSE,JEE,Hindi,2024-12-25,Hybrid
STU0979,Samaksh Vasa,Class 11,State Board,NEET,Hindi,2026-04-08,Online
STU0980,Noah Dhingra,Class 10,State Board,Foundation,Hindi,2024-12-19,Hybrid
STU0981,Anya Goyal,Class 11,State Board,JEE,Tamil,2025-01-17,Hybrid
STU0982,Yutika Wadhwa,Class 12,State Board,Foundation,Hindi,2025-02-27,Hybrid
STU0983,Fiyaz Bedi,Class 12,State Board,Foundation,Hindi,2026-04-20,Offline
STU0984,Charvi Vora,Class 12,CBSE,Foundation,English,2026-01-20,Online
STU0985,Jyoti Nazareth,Class 12,CBSE,JEE,Hindi,2026-06-29,Online
STU0986,Suhani Patla,Class 10,ICSE,JEE,Tamil,2025-12-05,Hybrid
STU0987,Aadhya Khare,Class 11,CBSE,JEE,Hindi,2024-09-26,Offline
STU0988,Garima Dalal,Class 10,State Board,JEE,Tamil,2026-03-15,Offline
STU0989,Yatin Mutti,Class 9,State Board,Foundation,Hindi,2024-12-11,Hybrid
STU0990,Timothy Date,Class 10,State Board,Foundation,Hindi,2025-06-03,Offline
STU0991,Prisha Brahmbhatt,Class 10,State Board,Foundation,Tamil,2025-07-11,Hybrid
STU0992,Shaurya Panchal,Class 9,ICSE,NEET,Tamil,2026-01-15,Hybrid
STU0993,Jatin Chaudhari,Class 11,State Board,JEE,English,2025-02-25,Hybrid
STU0994,Niharika Chawla,Class 11,CBSE,Foundation,Tamil,2025-12-10,Online
STU0995,Manya Bail,Class 11,State Board,Foundation,Hindi,2025-07-14,Hybrid
STU0996,Alka Ganesan,Class 10,State Board,JEE,Tamil,2024-12-05,Offline
STU0997,Reyansh Lall,Class 10,State Board,JEE,English,2026-07-15,Online
STU0998,Bhavna Naidu,Class 9,ICSE,JEE,Tamil,2025-06-03,Offline
STU0999,Ekalinga Buch,Class 11,CBSE,JEE,Hindi,2025-06-11,Offline
STU1000,Watika Bala,Class 9,ICSE,NEET,Hindi,2026-05-09,Online
STU1001,Praneel Chauhan,Class 9,CBSE,NEET,Hindi,2025-04-13,Online
STU1002,Bachittar Shan,Class 11,ICSE,Foundation,Hindi,2024-07-26,Offline
STU1003,Raksha Kamdar,Class 9,State Board,NEET,Hindi,2025-05-23,Online
STU1004,Eesha Pandya,Class 10,State Board,JEE,Hindi,2025-05-15,Online
STU1005,Hredhaan Loyal,Class 12,State Board,Foundation,Tamil,2025-03-14,Online
STU1006,Lucky Narain,Class 11,CBSE,JEE,Hindi,2026-01-25,Offline
STU1007,Laban Bakshi,Class 11,ICSE,NEET,English,2025-11-13,Hybrid
STU1008,Arunima Om,Class 12,State Board,Foundation,English,2025-10-24,Online
STU1009,Bimala Bhatti,Class 11,ICSE,JEE,Hindi,2025-04-14,Hybrid
STU1010,Bhavya Bhat,Class 10,CBSE,Foundation,Tamil,2025-11-03,Offline
STU1011,Ojas Prakash,Class 9,ICSE,NEET,Hindi,2024-10-08,Hybrid
STU1012,Qadim Banerjee,Class 11,CBSE,Foundation,Tamil,2025-10-03,Hybrid
STU1013,Lila Mukhopadhyay,Class 12,ICSE,JEE,Tamil,2025-10-13,Hybrid
STU1014,Meghana Pandit,Class 10,ICSE,Foundation,English,2024-08-04,Online
STU1015,Idika Randhawa,Class 10,State Board,Foundation,English,2024-09-16,Hybrid
STU1016,Nisha Borde,Class 9,CBSE,Foundation,Hindi,2024-12-03,Online
STU1017,Mohammed Doctor,Class 12,CBSE,JEE,Hindi,2025-11-30,Hybrid
STU1018,Avi Babu,Class 12,State Board,JEE,Hindi,2025-09-21,Hybrid
STU1019,Jagat Bath,Class 10,CBSE,NEET,Hindi,2026-05-28,Offline
STU1020,Daksh Sachdeva,Class 9,CBSE,JEE,English,2025-06-26,Online
STU1021,Chaman Naidu,Class 11,State Board,JEE,Hindi,2024-08-08,Online
STU1022,Harish Mittal,Class 11,ICSE,NEET,Tamil,2025-12-29,Hybrid
STU1023,Matthew Dubey,Class 12,ICSE,NEET,English,2024-11-30,Offline
STU1024,Leena Bahl,Class 9,State Board,JEE,Hindi,2024-12-11,Hybrid
STU1025,Eta Patel,Class 9,State Board,Foundation,English,2026-05-19,Hybrid
STU1026,Sudiksha Dara,Class 9,ICSE,Foundation,English,2024-09-24,Offline
STU1027,Parth Master,Class 11,State Board,JEE,Tamil,2026-07-17,Offline
STU1028,Vidhi Parekh,Class 12,ICSE,Foundation,English,2025-06-19,Offline
STU1029,Oliver Bera,Class 10,State Board,JEE,English,2025-08-10,Hybrid
STU1030,Gautam Keer,Class 12,State Board,NEET,Hindi,2025-12-13,Online
STU1031,Zilmil Ben,Class 11,State Board,Foundation,Hindi,2025-05-30,Offline
STU1032,Indira Patla,Class 9,State Board,Foundation,English,2024-10-11,Online
STU1033,Nathan Walla,Class 9,CBSE,Foundation,Hindi,2026-07-13,Offline
STU1034,Qabil Goswami,Class 9,ICSE,JEE,Hindi,2025-07-04,Hybrid
STU1035,Jagdish Chopra,Class 11,CBSE,NEET,Hindi,2026-02-01,Hybrid
STU1036,Zashil Hayer,Class 10,CBSE,JEE,English,2026-07-11,Hybrid
STU1037,Triya Goyal,Class 11,CBSE,JEE,English,2025-03-02,Hybrid
STU1038,Maya Khatri,Class 9,State Board,NEET,Hindi,2026-03-26,Hybrid
STU1039,Oliver Bains,Class 9,ICSE,Foundation,English,2024-11-04,Offline
STU1040,Chakrika Kaur,Class 9,CBSE,Foundation,Hindi,2026-03-07,Offline
STU1041,Sudiksha Shankar,Class 11,ICSE,JEE,Hindi,2026-01-30,Hybrid
STU1042,Udarsh Dara,Class 10,CBSE,NEET,Hindi,2024-11-17,Online
STU1043,Rayaan Srinivasan,Class 10,ICSE,NEET,Tamil,2025-12-28,Offline
STU1044,Ronith Soni,Class 11,State Board,Foundation,English,2026-05-18,Hybrid
STU1045,Ayaan Parmar,Class 11,ICSE,NEET,English,2025-11-28,Online
STU1046,Abha Mane,Class 11,CBSE,JEE,Hindi,2025-02-15,Hybrid
STU1047,Zehaan Chadha,Class 12,ICSE,NEET,English,2025-05-12,Hybrid
STU1048,Wridesh Ray,Class 11,ICSE,NEET,Tamil,2026-01-18,Offline
STU1049,Qabil Deshmukh,Class 11,ICSE,Foundation,English,2024-08-28,Online
STU1050,Peter Upadhyay,Class 9,ICSE,JEE,Hindi,2024-07-29,Online
STU1051,Wridesh Gopal,Class 11,State Board,Foundation,English,2024-09-27,Hybrid
STU1052,Ranbir Swaminathan,Class 9,CBSE,Foundation,Hindi,2026-06-07,Online
STU1053,Abeer Ramanathan,Class 12,State Board,JEE,English,2024-12-05,Hybrid
STU1054,Rudra Char,Class 11,State Board,Foundation,Tamil,2025-07-26,Hybrid
STU1055,Kamya Ravel,Class 10,ICSE,NEET,English,2025-09-08,Hybrid
STU1056,Thomas Warrior,Class 11,CBSE,NEET,Hindi,2025-02-19,Hybrid
STU1057,Harita Acharya,Class 9,ICSE,NEET,Hindi,2025-03-05,Online
STU1058,Unni Singh,Class 10,State Board,Foundation,English,2024-11-07,Hybrid
STU1059,Thomas Singh,Class 10,ICSE,JEE,English,2026-01-08,Hybrid
STU1060,Urvashi Singhal,Class 10,State Board,Foundation,Tamil,2025-10-27,Offline
STU1061,Logan Zachariah,Class 9,CBSE,NEET,English,2026-05-19,Online
STU1062,Ayaan Vala,Class 11,ICSE,JEE,English,2025-03-20,Hybrid
STU1063,Onkar Bassi,Class 10,State Board,NEET,Tamil,2025-08-22,Offline
STU1064,Aayush Sathe,Class 12,CBSE,JEE,Hindi,2026-06-06,Offline
STU1065,Hemal Jani,Class 9,State Board,Foundation,Hindi,2026-02-10,Offline
STU1066,Christopher Mukherjee,Class 11,State Board,Foundation,Hindi,2024-08-08,Online
STU1067,Pranav Manda,Class 12,State Board,NEET,Tamil,2024-09-09,Hybrid
STU1068,Faris Jayaraman,Class 9,State Board,NEET,Tamil,2026-05-06,Online
STU1069,Onkar Thakur,Class 12,ICSE,NEET,Tamil,2026-02-28,Offline
STU1070,Jagrati Mammen,Class 9,State Board,JEE,Tamil,2024-10-25,Online
STU1071,Zashil Radhakrishnan,Class 10,CBSE,Foundation,Hindi,2025-05-10,Offline
STU1072,Teerth Narasimhan,Class 10,CBSE,JEE,English,2024-10-21,Offline
STU1073,Falguni Gole,Class 9,State Board,JEE,Tamil,2024-08-03,Offline
STU1074,Zayan Sarma,Class 9,ICSE,Foundation,Tamil,2025-09-05,Offline
STU1075,Bahadurjit Rattan,Class 10,State Board,JEE,Hindi,2025-01-21,Offline
STU1076,Frado Patil,Class 9,CBSE,JEE,English,2025-09-06,Hybrid
STU1077,Ishita Sidhu,Class 10,CBSE,Foundation,Hindi,2024-10-17,Online
STU1078,Jonathan Iyer,Class 10,CBSE,JEE,Tamil,2025-07-16,Online
STU1079,Jalsa Krish,Class 12,State Board,Foundation,Hindi,2025-07-18,Online
STU1080,Manya Malhotra,Class 11,CBSE,JEE,Tamil,2026-07-16,Hybrid
STU1081,Aadhya Loke,Class 12,ICSE,JEE,English,2025-04-04,Offline
STU1082,Charvi Swaminathan,Class 10,State Board,JEE,Hindi,2026-07-17,Hybrid
STU1083,Yoshita Pandit,Class 11,CBSE,Foundation,Hindi,2025-02-21,Offline
STU1084,Rajata Anand,Class 12,State Board,Foundation,English,2025-12-30,Online
STU1085,Falan Rajan,Class 12,ICSE,JEE,English,2025-05-26,Online
STU1086,Elijah Sehgal,Class 10,State Board,Foundation,Hindi,2025-02-05,Offline
STU1087,Harish Minhas,Class 10,State Board,JEE,English,2026-06-28,Offline
STU1088,Radhika Pillai,Class 9,State Board,Foundation,English,2025-12-02,Online
STU1089,Darsh Chanda,Class 12,State Board,JEE,Hindi,2025-09-29,Hybrid
STU1090,Indira Lanka,Class 9,State Board,Foundation,Tamil,2026-04-15,Hybrid
STU1091,Chakradhar Rao,Class 12,ICSE,JEE,Hindi,2025-09-18,Hybrid
STU1092,Meera Pillay,Class 12,CBSE,NEET,Tamil,2026-01-01,Offline
STU1093,Warda Verma,Class 9,ICSE,JEE,Tamil,2025-02-09,Offline
STU1094,Dalbir Nori,Class 10,CBSE,NEET,Hindi,2025-09-07,Hybrid
STU1095,Arunima Dyal,Class 12,ICSE,JEE,English,2024-12-04,Hybrid
STU1096,Utkarsh Tiwari,Class 9,State Board,Foundation,English,2026-03-12,Hybrid
STU1097,Alexander Verma,Class 9,ICSE,Foundation,English,2024-08-14,Hybrid
STU1098,Abhiram Wadhwa,Class 11,ICSE,NEET,English,2024-12-09,Online
STU1099,Azad Manda,Class 12,State Board,Foundation,Tamil,2024-11-11,Offline
STU1100,Jatin Dhawan,Class 12,State Board,NEET,Hindi,2025-05-04,Offline
STU1101,Tanveer Mitter,Class 12,CBSE,NEET,Hindi,2025-01-10,Hybrid
STU1102,Dalbir Gera,Class 12,CBSE,NEET,Hindi,2025-06-18,Hybrid
STU1103,Sneha Minhas,Class 12,ICSE,NEET,Hindi,2026-06-29,Offline
STU1104,Thomas Nagarajan,Class 12,State Board,JEE,Hindi,2024-11-15,Online
STU1105,Jhalak Viswanathan,Class 10,ICSE,Foundation,English,2025-02-22,Online
STU1106,Matthew Bal,Class 10,State Board,NEET,Tamil,2026-07-08,Hybrid
STU1107,Aachal Chada,Class 9,CBSE,NEET,Hindi,2025-02-27,Online
STU1108,Chandresh Ratta,Class 9,CBSE,NEET,Hindi,2026-06-09,Offline
STU1109,Jagdish Krish,Class 9,CBSE,NEET,English,2025-06-30,Offline
STU1110,Avni Saha,Class 9,State Board,JEE,Hindi,2025-08-11,Offline
STU1111,Neelima Doctor,Class 12,State Board,Foundation,Hindi,2025-12-17,Offline
STU1112,Max Talwar,Class 9,CBSE,Foundation,Tamil,2024-12-30,Offline
STU1113,Wazir Guha,Class 9,CBSE,Foundation,Hindi,2025-01-11,Offline
STU1114,Ansh Sami,Class 10,CBSE,Foundation,Hindi,2025-09-16,Hybrid
STU1115,Upadhriti Magar,Class 10,State Board,JEE,Hindi,2025-06-10,Online
STU1116,Jagdish Sarkar,Class 11,CBSE,Foundation,English,2025-04-26,Online
STU1117,Mahika Bhardwaj,Class 9,ICSE,NEET,Tamil,2025-05-21,Hybrid
STU1118,Yagnesh Basu,Class 12,ICSE,Foundation,English,2025-06-20,Hybrid
STU1119,Shaurya Varkey,Class 9,State Board,Foundation,English,2025-08-07,Online
STU1120,Qushi Kalla,Class 11,State Board,Foundation,Hindi,2024-09-02,Offline
STU1121,Ekaja Murthy,Class 11,ICSE,JEE,Hindi,2025-11-27,Online
STU1122,Anusha Sani,Class 12,ICSE,Foundation,English,2025-02-27,Offline
STU1123,Warda Ram,Class 10,ICSE,Foundation,English,2026-05-02,Hybrid
STU1124,Karan Goda,Class 9,State Board,NEET,Tamil,2026-06-04,Online
STU1125,Ekani Soni,Class 11,State Board,Foundation,Tamil,2024-09-20,Hybrid
STU1126,Madhavi Sahota,Class 12,ICSE,Foundation,Tamil,2025-10-23,Online
STU1127,Yashawini Konda,Class 11,ICSE,Foundation,Tamil,2026-05-23,Hybrid
STU1128,Girindra Gara,Class 9,ICSE,JEE,Tamil,2025-03-06,Online
STU1129,Sneha Karpe,Class 12,State Board,JEE,Hindi,2026-05-31,Hybrid
STU1130,Devika Dar,Class 10,ICSE,NEET,Tamil,2025-11-15,Hybrid
STU1131,Viraj Balakrishnan,Class 9,State Board,NEET,English,2025-06-05,Offline
STU1132,Vrinda Wagle,Class 9,ICSE,Foundation,Hindi,2025-02-06,Offline
STU1133,Jagdish Kalita,Class 9,State Board,JEE,Tamil,2024-09-02,Offline
STU1134,Yashoda Dani,Class 11,CBSE,Foundation,Tamil,2025-08-05,Online
STU1135,Niharika Natarajan,Class 10,ICSE,Foundation,English,2025-06-03,Online
STU1136,Krishna Guha,Class 10,ICSE,JEE,English,2025-11-13,Online
STU1137,Yatin Khanna,Class 10,State Board,NEET,English,2025-10-06,Online
STU1138,Rayaan Guha,Class 9,CBSE,Foundation,Hindi,2024-10-27,Offline
STU1139,Saumya Palan,Class 9,State Board,JEE,Tamil,2025-08-23,Offline
STU1140,Pushti Savant,Class 11,ICSE,Foundation,Tamil,2025-12-26,Offline
STU1141,Benjamin Krishna,Class 10,State Board,NEET,Tamil,2024-11-20,Online
STU1142,Yatin Chander,Class 10,CBSE,Foundation,Tamil,2025-10-13,Offline
STU1143,Samaksh Balasubramanian,Class 9,State Board,NEET,Tamil,2024-11-09,Hybrid
STU1144,Yochana Baria,Class 10,ICSE,JEE,Hindi,2025-12-19,Hybrid
STU1145,Saanvi Dora,Class 12,ICSE,Foundation,English,2026-06-16,Online
STU1146,Baljiwan Maharaj,Class 10,ICSE,Foundation,English,2025-03-31,Offline
STU1147,Anthony Thakur,Class 11,State Board,NEET,English,2025-10-21,Hybrid
STU1148,Urishilla Mistry,Class 11,CBSE,NEET,Tamil,2025-11-22,Hybrid
STU1149,Henry Vig,Class 11,ICSE,JEE,Tamil,2026-05-29,Offline
STU1150,Zinal Walia,Class 10,ICSE,Foundation,Tamil,2025-05-28,Offline
STU1151,Yachana Luthra,Class 12,ICSE,NEET,English,2026-05-12,Hybrid
STU1152,Wazir Jaggi,Class 10,State Board,Foundation,English,2026-01-10,Online
STU1153,Fiyaz Prasad,Class 11,CBSE,Foundation,Tamil,2025-02-26,Offline
STU1154,Abdul Parekh,Class 10,CBSE,Foundation,English,2026-04-14,Offline
STU1155,Sachi Balay,Class 9,CBSE,NEET,Tamil,2026-06-12,Online
STU1156,Brijesh Pingle,Class 11,ICSE,NEET,Tamil,2024-12-11,Hybrid
STU1157,Kabir Chhabra,Class 9,ICSE,JEE,Hindi,2025-09-20,Online
STU1158,Tanveer Deo,Class 9,CBSE,NEET,Tamil,2025-07-08,Hybrid
STU1159,Aahana Chana,Class 9,ICSE,Foundation,Tamil,2025-02-27,Offline
STU1160,Tanvi Hora,Class 11,ICSE,Foundation,Hindi,2025-02-13,Offline
STU1161,Yochana Lal,Class 11,CBSE,NEET,English,2024-11-29,Offline
STU1162,Gauri Mander,Class 10,State Board,Foundation,Hindi,2025-06-27,Hybrid
STU1163,Yadavi Sampath,Class 10,ICSE,NEET,Tamil,2026-06-03,Hybrid
STU1164,Libni Deep,Class 12,State Board,NEET,English,2025-10-29,Offline
STU1165,Eiravati Sarkar,Class 11,ICSE,Foundation,English,2026-05-16,Online
STU1166,Ati Nair,Class 11,ICSE,Foundation,Hindi,2025-04-14,Hybrid
STU1167,Kashvi Om,Class 12,CBSE,JEE,English,2026-05-12,Offline
STU1168,Chakradhar Agarwal,Class 10,ICSE,NEET,Hindi,2025-11-11,Offline
STU1169,Thomas Baral,Class 11,State Board,Foundation,Tamil,2024-12-15,Offline
STU1170,Januja Deshmukh,Class 12,ICSE,Foundation,Hindi,2024-08-30,Hybrid
STU1171,Lohit Sule,Class 12,ICSE,JEE,English,2025-08-03,Online
STU1172,Ishani Sridhar,Class 10,State Board,JEE,Hindi,2025-12-13,Offline
STU1173,Orinder Gour,Class 9,CBSE,JEE,Tamil,2024-11-27,Online
STU1174,Sanaya Sundaram,Class 9,CBSE,NEET,Hindi,2026-02-12,Online
STU1175,Brijesh Nayar,Class 9,ICSE,Foundation,English,2025-03-14,Online
STU1176,Aradhana Hegde,Class 11,State Board,JEE,English,2026-06-03,Hybrid
STU1177,Aashi Karnik,Class 12,ICSE,JEE,English,2025-02-13,Hybrid
STU1178,Naveen Barad,Class 11,ICSE,Foundation,English,2026-02-26,Online
STU1179,Inaya Mannan,Class 10,CBSE,JEE,Hindi,2024-08-01,Offline
STU1180,Bhavini Wali,Class 11,ICSE,NEET,Hindi,2025-05-04,Offline
STU1181,Ekaraj Mitter,Class 12,CBSE,Foundation,Hindi,2026-05-03,Online
STU1182,Oni Shah,Class 12,State Board,Foundation,Hindi,2024-10-21,Hybrid
STU1183,Kabir Ghosh,Class 12,State Board,Foundation,Hindi,2026-02-23,Hybrid
STU1184,Yashodhara Manne,Class 11,ICSE,NEET,Hindi,2025-12-18,Online
STU1185,Aryan Nazareth,Class 9,ICSE,NEET,Tamil,2024-11-13,Offline
STU1186,Chatresh Khare,Class 11,CBSE,NEET,English,2026-02-08,Online
STU1187,Ridhi Soman,Class 10,ICSE,NEET,Tamil,2025-09-24,Hybrid
STU1188,Anita Devi,Class 9,State Board,NEET,Tamil,2026-06-10,Offline
STU1189,Christopher Karpe,Class 9,ICSE,NEET,Hindi,2025-02-15,Online
STU1190,Vamakshi Thaker,Class 9,State Board,NEET,English,2025-12-01,Offline
STU1191,Samuel Sibal,Class 12,ICSE,JEE,English,2025-05-04,Hybrid
STU1192,Gaurav Chandran,Class 12,ICSE,JEE,Tamil,2025-05-25,Online
STU1193,Lohit Vala,Class 12,State Board,JEE,Hindi,2024-12-21,Hybrid
STU1194,Zilmil Anne,Class 11,ICSE,Foundation,Hindi,2025-07-29,Hybrid
STU1195,Watika Parmar,Class 11,ICSE,JEE,English,2026-04-05,Online
STU1196,Bishakha Sehgal,Class 10,ICSE,JEE,Hindi,2025-03-11,Offline
STU1197,Jackson Bhalla,Class 12,ICSE,Foundation,Hindi,2026-02-03,Offline
STU1198,Raksha Kuruvilla,Class 10,ICSE,JEE,English,2025-01-24,Online
STU1199,Harini Master,Class 9,CBSE,JEE,Tamil,2026-04-25,Offline
STU1200,Maanav Mitra,Class 10,State Board,NEET,Hindi,2024-08-18,Online
STU1201,Hemal Manne,Class 10,CBSE,JEE,English,2024-09-01,Offline
STU1202,Xalak Warrior,Class 10,ICSE,NEET,Tamil,2025-11-05,Offline
STU1203,Girish Rattan,Class 11,ICSE,Foundation,English,2025-03-31,Offline
STU1204,Nilima Narang,Class 9,CBSE,JEE,Tamil,2026-06-27,Offline
STU1205,Hredhaan Ratti,Class 9,State Board,NEET,English,2025-04-24,Online
STU1206,Aachal Loyal,Class 11,ICSE,JEE,English,2026-02-18,Hybrid
STU1207,Chandresh Baria,Class 10,ICSE,NEET,English,2026-06-26,Hybrid
STU1208,Saksham Kaur,Class 9,CBSE,NEET,Hindi,2026-03-06,Online
STU1209,Rajeshri Sarin,Class 10,ICSE,NEET,Hindi,2024-12-26,Offline
STU1210,Yoshita Bumb,Class 11,CBSE,Foundation,Hindi,2026-05-16,Online
STU1211,Bhanumati Mall,Class 9,ICSE,NEET,Hindi,2025-03-17,Offline
STU1212,Advay Reddy,Class 10,ICSE,JEE,Hindi,2025-09-17,Online
STU1213,Pranav Keer,Class 9,CBSE,Foundation,Tamil,2026-02-10,Offline
STU1214,Tara Dugar,Class 9,CBSE,NEET,Hindi,2025-12-27,Online
STU1215,Daksh Banik,Class 12,CBSE,JEE,English,2024-07-30,Hybrid
STU1216,Balvan Naik,Class 12,State Board,Foundation,English,2026-07-14,Offline
STU1217,Viraj Biswas,Class 9,CBSE,JEE,Tamil,2024-12-18,Online
STU1218,Ekalinga Jaggi,Class 11,State Board,JEE,English,2025-09-04,Offline
STU1219,Jeremiah Pingle,Class 10,State Board,Foundation,English,2025-02-24,Online
STU1220,Idika Dyal,Class 12,CBSE,NEET,Hindi,2025-01-16,Hybrid
STU1221,Elijah Issac,Class 11,ICSE,Foundation,English,2025-06-08,Online
STU1222,Ethan Pradhan,Class 12,ICSE,Foundation,English,2025-08-23,Offline
STU1223,Andrew Morar,Class 9,ICSE,Foundation,Tamil,2025-09-10,Hybrid
STU1224,Dev Raval,Class 11,State Board,Foundation,Tamil,2025-07-23,Online
STU1225,Niharika Kade,Class 10,State Board,NEET,Tamil,2025-03-18,Hybrid
STU1226,Jyoti Sharma,Class 12,ICSE,Foundation,Hindi,2026-06-29,Online
STU1227,Quincy Nath,Class 9,State Board,JEE,Tamil,2025-07-10,Offline
STU1228,Upadhriti Sastry,Class 11,State Board,NEET,Tamil,2025-03-28,Online
STU1229,Vasatika Narayan,Class 12,State Board,JEE,English,2024-11-03,Hybrid
STU1230,Qarin Tak,Class 11,State Board,JEE,Tamil,2024-11-15,Hybrid
STU1231,Aadhya Prakash,Class 9,State Board,Foundation,Tamil,2025-03-01,Online
STU1232,Simon Mangat,Class 12,State Board,JEE,Hindi,2026-04-05,Offline
STU1233,Anay Yogi,Class 11,ICSE,Foundation,Tamil,2024-12-05,Online
STU1234,Rehaan Som,Class 9,State Board,Foundation,English,2025-12-23,Online
STU1235,Chandran Anand,Class 10,CBSE,JEE,English,2025-12-05,Online
STU1236,Michael Basu,Class 12,CBSE,JEE,English,2025-11-11,Hybrid
STU1237,Mekhala Suresh,Class 12,State Board,NEET,Hindi,2025-03-03,Hybrid
STU1238,Wyatt More,Class 11,CBSE,NEET,English,2024-11-24,Hybrid
STU1239,Indira Mammen,Class 9,CBSE,JEE,Hindi,2025-07-04,Offline
STU1240,Kala Jain,Class 9,ICSE,Foundation,English,2026-03-21,Offline
STU1241,Yashasvi Bhattacharyya,Class 12,ICSE,Foundation,English,2025-10-28,Hybrid
STU1242,Anmol Dua,Class 11,State Board,JEE,Hindi,2026-01-11,Online
STU1243,Amaira Bhardwaj,Class 11,CBSE,JEE,Hindi,2026-06-24,Online
STU1244,Baghyawati Andra,Class 9,State Board,JEE,Hindi,2024-09-18,Offline
STU1245,Janaki Dar,Class 10,CBSE,Foundation,Hindi,2025-10-30,Online
STU1246,Hredhaan Garg,Class 10,State Board,Foundation,Hindi,2025-03-03,Offline
STU1247,Andrew Minhas,Class 9,State Board,Foundation,Tamil,2025-09-26,Hybrid
STU1248,Bhavani Munshi,Class 12,State Board,Foundation,Tamil,2025-07-27,Online
STU1249,Pavani Sandal,Class 10,CBSE,Foundation,Tamil,2025-10-16,Hybrid
STU1250,Sneha Ahluwalia,Class 11,State Board,JEE,Hindi,2026-02-09,Hybrid
STU1251,Raagini Ravel,Class 12,ICSE,NEET,Hindi,2026-04-16,Offline
STU1252,Madhav Tandon,Class 11,ICSE,Foundation,Tamil,2025-12-10,Hybrid
STU1253,Teerth Deo,Class 11,State Board,JEE,Hindi,2024-11-27,Hybrid
STU1254,Dev Parsa,Class 10,ICSE,Foundation,Hindi,2025-02-27,Offline
STU1255,Oscar Rajagopalan,Class 11,ICSE,NEET,Tamil,2026-05-15,Online
STU1256,Shivani Jani,Class 9,ICSE,Foundation,English,2025-05-16,Hybrid
STU1257,Anya Bir,Class 10,ICSE,JEE,Tamil,2025-12-06,Online
STU1258,Max Raj,Class 10,ICSE,JEE,Hindi,2025-07-06,Offline
STU1259,Vaishnavi Sankaran,Class 10,CBSE,JEE,Tamil,2025-07-26,Offline
STU1260,Samaksh Rege,Class 10,CBSE,NEET,Tamil,2025-11-16,Hybrid
STU1261,Dalbir Dani,Class 10,CBSE,NEET,Tamil,2026-03-03,Online
STU1262,Yashodhara Kunda,Class 12,State Board,JEE,Hindi,2025-12-11,Online
STU1263,Widisha Agate,Class 11,ICSE,JEE,Tamil,2026-04-06,Hybrid
STU1264,Maanas Patla,Class 9,State Board,Foundation,Tamil,2025-05-12,Online
STU1265,Warjas Ravel,Class 12,CBSE,JEE,Tamil,2026-06-26,Offline
STU1266,Hema Lala,Class 12,ICSE,JEE,English,2025-07-30,Hybrid
STU1267,Samarth Bava,Class 9,State Board,Foundation,Tamil,2026-07-12,Online
STU1268,Tanish Date,Class 11,State Board,JEE,Tamil,2025-04-07,Hybrid
STU1269,Adya Dada,Class 10,ICSE,Foundation,Hindi,2025-04-13,Online
STU1270,Varsha Narayan,Class 10,CBSE,Foundation,Hindi,2025-08-23,Offline
STU1271,Hemani Dave,Class 12,State Board,Foundation,Hindi,2024-12-17,Online
STU1272,Bhanumati Agarwal,Class 10,ICSE,NEET,Tamil,2024-12-02,Online
STU1273,Anya Samra,Class 10,ICSE,JEE,Tamil,2025-06-13,Hybrid
STU1274,Nirja Varkey,Class 9,State Board,NEET,Tamil,2026-01-18,Online
STU1275,Kevin Dugar,Class 12,State Board,NEET,Hindi,2025-04-25,Online
STU1276,Devika Kalita,Class 10,ICSE,Foundation,English,2026-02-01,Offline
STU1277,Advik Khalsa,Class 12,State Board,Foundation,English,2025-11-11,Hybrid
STU1278,Ekiya Vyas,Class 10,CBSE,JEE,Tamil,2026-04-17,Offline
